13 0,061 718 80 0,001 720 368 0,294 774 6 0,172 30 0,004 80 0,822 90
14 0,069 212 00 0,001 935 323 0,330 798 5 0,172 19 0,004 82 0,822 99
415 0,077 630 00 0,002 180 000 0,371 300 0 0,172 09 0,004 83 0,823 08
16 0,086 958 11 0,002 454 800 0,416 209 1 0,171 98 0,004 86 0,823 16
17 0,097 176 72 0,002 764 000 0,465 464 2 0,171 87 0,004 89 0,823 24
18 0,108 406 3 0,003 117 800 0,519 694 8 0,171 74 0,004 94 0,823 32
19 0,120 767 2 0,003 526 400 0,579 530 3 0,171 59 0,005 01 0,823 40
420 0,134 380 0 0,004 000 000 0,645 600 0 0,171 41 0,005 10 0,823 49
21 0,149 358 2 0,004 546 240 0,718 483 8 0,171 21 0,005 21 0,823 58
22 0,165 395 7 0,005 159 320 0,796 713 3 0,170 99 0,005 33 0,823 68
23 0,181 983 1 0,005 829 280 0,877 845 9 0,170 77 0,005 47 0,823 76
24 0,198 611 0 0,006 546 160 0,959 439 0 0,170 54 0,005 62 0,823 84
425 0,214 770 0 0,007 300 000 1,039 050 1 0,170 30 0,005 79 0,823 91
26 0,230 186 8 0,008 086 507 1,115 367 3 0,170 05 0,005 97 0,823 98
27 0,244 879 7 0,008 908 720 1,188 497 1 0,169 78 0,006 18 0,824 04
28 0,258 777 3 0,009 767 680 1,258 123 3 0,169 50 0,006 40 0,824 10
29 0,271 807 9 0,010 664 43 1,323 929 6 0,169 20 0,006 64 0,824 16
430 0,283 900 0 0,011 600 00 1,385 600 0 0,168 88 0,006 90 0,824 22
31 0,294 943 8 0,012 573 17 1,442 635 2 0,168 53 0,007 18 0,824 29
32 0,304 896 5 0,013 582 72 1,494 803 5 0,168 15 0,007 49 0,824 36
33 0,313 787 3 0,014 629 68 1,542 190 3 0,167 75 0,007 82 0,824 43
34 0,321 645 4 0,015 715 09 1,584 880 7 0,167 33 0,008 17 0,824 50
435 0,328 500 0 0,016 840 00 1,622 960 0 0,166 90 0,008 55 0,824 55
36 0,334 351 3 0,018 007 36 1,656 404 8 0,166 45 0,008 96 0,824 59
37 0,339 210 1 0,019 214 48 1,685 295 9 0,165 98 0,009 40 0,824 62
38 0,343 121 3 0,020 453 92 1,709 874 5 0,165 48 0,009 87 0,824 65
39 0,346 129 6 0,021 718 24 1,730 382 1 0,164 96 0,010 35 0,824 69
440 0,348 280 0 0,023 000 00 1,747 060 0 0,164 41 0,010 86 0,824 73
41 0,349 599 9 0,024 294 61 1,760 044 6 0,163 83 0,011 38 0,824 79
42 0,350 147 4 0,025 610 24 1,769 623 3 0,163 21 0,011 94 0,824 85
43 0,350 013 0 0,026 958 57 1,776 263 7 0,162 55 0,012 52 0,824 93
44 0,349 287 0 0,028 351 25 1,780 433 4 0,161 85 0,013 14 0,825 01
445 0,348 060 0 0,029 800 00 1,782 600 0 0,161 11 0,013 79 0,825 10
46 0,346 373 3 0,031 310 83 1,782 968 2 0,160 31 0,014 49 0,825 20
47 0,344 262 4 0,032 883 68 1,781 699 8 0,159 47 0,015 23 0,825 30
48 0,341 808 8 0,034 521 12 1,779 198 2 0,158 57 0,016 02 0,825 41
49 0,339 094 1 0,036 225 71 1,775 867 1 0,157 63 0,016 84 0,825 53
450 0,336 200 0 0,038 000 00 1,772 110 0 0,156 64 0,017 71 0,825 65
51 0,333 197 7 0,039 846 67 1,768 258 9 0,155 60 0,018 61 0,825 79
52 0,330 041 1 0,041 768 00 1,764 039 0 0,154 52 0,019 56 0,825 92
53 0,326 635 7 0,043 766 00 1,758 943 8 0,153 40 0,020 55 0,826 05
54 0,322 886 8 0,045 842 67 1,752 466 3 0,152 22 0,021 61 0,826 17
455 0,318 700 0 0,048 000 00 1,744 100 0 0,150 99 0,022 74 0,826 27
56 0,314 025 1 0,050 243 68 1,733 559 5 0,149 69 0,023 95 0,826 36
57 0,308 884 0 0,052 573 04 1,720 858 1 0,148 34 0,025 25 0,826 41
58 0,303 290 4 0,054 980 56 1,705 936 9 0,146 93 0,026 63 0,826 44
59 0,297 257 9 0,057 458 72 1,688 737 2 0,145 47 0,028 12 0,826 41
460 0,290 800 0 0,060 000 00 1,669 200 0 0,143 96 0,029 70 0,826 34
61 0,283 970 1 0,062 601 97 1,647 528 7 0,142 41 0,031 39 0,826 20
62 0,276 721 4 0,065 277 52 1,623 412 7 0,140 80 0,033 21 0,825 99
63 0,268 917 8 0,068 042 08 1,596 022 3 0,139 12 0,035 20 0,825 68
64 0,260 422 7 0,070 911 09 1,564 528 0 0,137 37 0,037 40 0,825 23
465 0,251 100 0 0,073 900 00 1,528 100 0 0,135 50 0,039 88 0,824 62
66 0,240 847 5 0,077 016 00 1,486 111 4 0,133 51 0,042 69 0,823 80
67 0,229 851 2 0,080 266 40 1,439 521 5 0,131 37 0,045 88 0,822 75
68 0,218 407 2 0,083 666 80 1,389 879 9 0,129 09 0,049 45 0,821 46
69 0,206 811 5 0,087 232 80 1,338 736 2 0,126 66 0,053 43 0,819 91
470 0,195 360 0 0,090 980 00 1,287 640 0 0,124 12 0,057 80 0,818 08
71 0,184 213 6 0,094 917 55 1,237 422 3 0,121 47 0,062 59 0,815 94
72 0,173 327 3 0,099 045 84 1,187 824 3 0,118 70 0,067 83 0,813 47
73 0,162 688 1 0,103 367 4 1,138 761 1 0,115 81 0,073 58 0,810 61
74 0,152 283 3 0,107 884 6 1,090 148 0 0,112 78 0,079 89 0,807 33
475 0,142 100 0 0,112 600 0 1,041 900 0 0,109 60 0,086 84 0,803 56
76 0,132 178 6 0,117 53 20 0,994 197 6 0,106 26 0,094 49 0,799 25
77 0,122 569 6 0,122 674 4 0,947 347 3 0,102 78 0,102 86 0,794 36
78 0,113 275 2 0,127 992 8 0,901 453 1 0,099 13 0,112 01 0,788 86
79 0,104 297 9 0,133 452 8 0,856 619 3 0,095 31 0,121 94 0,782 75
480 0,095 640 00 0,139 020 0 0,812 950 1 0,091 29 0,132 70 0,776 01
81 0,087 299 55 0,144 676 4 0,770 517 3 0,087 08 0,144 32 0,768 60
82 0,079 308 04 0,150 469 3 0,729 444 8 0,082 68 0,156 87 0,760 45
83 0,071 717 76 0,156 461 9 0,689 913 6 0,078 12 0,170 42 0,751 46
84 0,064 580 99 0,162 717 7 0,652 104 9 0,073 44 0,185 03 0,741 53
485 0,057 950 01 0,169 300 0 0,616 200 0 0,068 71 0,200 72 0,730 57
86 0,051 862 11 0,176 243 1 0,582 328 6 0,063 99 0,217 47 0,718 54
87 0,046 281 52 0,183 558 1 0,550 416 2 0,059 32 0,235 25 0,705 43
88 0,041 150 88 0,191 273 5 0,520 337 6 0,054 67 0,254 09 0,691 24
89 0,036 412 83 0,199 418 0 0,491 967 3 0,050 03 0,274 00 0,675 97
490 0,032 010 00 0,208 020 0 0,465 180 0 0,045 39 0,294 98 0,659 63
91 0,027 917 20 0,217 119 9 0,439 924 6 0,040 76 0,316 98 0,642 26
92 0,024 144 40 0,226 734 5 0,416 183 6 0,036 20 0,339 90 0,623 90
93 0,020 687 00 0,236 857 1 0,393 882 2 0,031 76 0,363 60 0,604 64
94 0,017 540 40 0,247 481 2 0,372 945 9 0,027 49 0,387 92 0,584 59
495 0,014 700 00 0,258 600 0 0,353 300 0 0,023 46 0,412 70 0,563 84
96 0,012 161 79 0,270 184 9 0,334 857 8 0,019 70 0,437 76 0,542 54
97 0,009 919 960 0,282 293 9 0,317 552 1 0,016 27 0,462 95 0,520 78
98 0,007 967 240 0,295 050 5 0,301 337 5 0,013 18 0,488 21 0,498 61
99 0,006 296 346 0,308 578 0 0,286 168 6 0,010 48 0,513 40 0,476 12
500 0,004 900 000 0,323 000 0 0,272 000 0 0,008 17 0,538 42 0,453 41
01 0,003 777 173 0,338 402 1 0,258 817 1 0,006 28 0,563 07 0,430 65
02 0,002 945 320 0,354 685 8 0,246 483 8 0,004 87 0,587 12 0,408 01
03 0,002 424 880 0,371 698 6 0,234 771 8 0,003 98 0,610 45 0,385 57
04 0,002 236 293 0,389 287 5 0,223 453 3 0,003 64 0,633 01 0,363 35
505 0,002 400 000 0,407 300 0 0,212 300 0 0,003 86 0,654 82 0,341 32
06 0,002 925 520 0,425 629 9 0,201 169 2 0,004 64 0,675 90 0,319 46
07 0,003 836 560 0,444 309 6 0,190 119 6 0,006 01 0,696 12 0,297 87
08 0,005 174 840 0,463 394 4 0,179 225 4 0,007 99 0,715 34 0,276 67
09 0,006 982 080 0,482 939 5 0,168 560 8 0,010 60 0,733 41 0,255 99
510 0,009 300 000 0,503 000 0 0,158 200 0 0,013 87 0,750 19 0,235 94
11 0,012 149 49 0,523 569 3 0,148 138 3 0,017 77 0,765 61 0,216 62
12 0,015 535 88 0,544 512 0 0,138 375 8 0,022 24 0,779 63 0,198 13
13 0,019 477 52 0,565 690 0 0,128 994 2 0,027 27 0,792 11 0,180 62
14 0,023 992 77 0,586 965 3 0,120 075 1 0,032 82 0,802 93 0,164 25
515 0,029 100 00 0,608 200 0 0,111 700 0 0,038 85 0,812 02 0,149 13
16 0,034 814 85 0,629 345 6 0,103 904 8 0,045 33 0,819 39 0,135 28
17 0,041 120 16 0,650 306 8 0,096 667 48 0,052 18 0,825 16 0,122 66
18 0,047 985 04 0,670 875 2 0,089 982 72 0,059 32 0,829 43 0,111 25
19 0,055 378 61 0,690 842 4 0,083 845 31 0,066 72 0,832 27 0,101 01
520 0,063 270 00 0,710 000 0 0,078 249 99 0,074 30 0,833 80 0,091 90
21 0,071 635 01 0,728 185 2 0,073 208 99 0,082 05 0,834 09 0,083 86
22 0,080 462 24 0,745 463 6 0,068 678 16 0,089 94 0,833 29 0,076 77
23 0,089 739 96 0,761 969 4 0,064 567 84 0,097 94 0,831 59 0,070 47
24 0,099 456 45 0,777 836 8 0,060 788 35 0,106 02 0,829 18 0,064 80
525 0,109 600 0 0,793 200 0 0,057 250 01 0,114 16 0,826 21 0,059 63
26 0,120 167 4 0,808 110 4 0,053 904 35 0,122 35 0,822 77 0,054 88
27 0,131 114 5 0,822 496 2 0,050 746 64 0,130 55 0,818 93 0,050 52
28 0,142 367 9 0,836 306 8 0,047 752 76 0,138 70 0,814 78 0,046 52
29 0,153 854 2 0,849 491 6 0,044 898 59 0,146 77 0,810 40 0,042 83
530 0,165 500 0 0,862 000 0 0,042 160 00 0,154 72 0,805 86 0,039 42
31 0,177 257 1 0,873 810 8 0,039 507 28 0,162 53 0,801 24 0,036 23
32 0,189 140 0 0,884 962 4 0,036 935 64 0,170 24 0,796 52 0,033 24
33 0,201 169 4 0,895 493 6 0,034 458 36 0,177 85 0,791 69 0,030 46
34 0,213 365 8 0,905 443 2 0,032 088 72 0,185 39 0,786 73 0,027 88
535 0,225 749 9 0,914 850 1 0,029 840 00 0,192 88 0,781 63 0,025 49
36 0,238 320 9 0,923 734 8 0,027 711 81 0,200 31 0,776 40 0,023 29
37 0,251 066 8 0,932 092 4 0,025 694 44 0,207 69 0,771 05 0,021 26
38 0,263 992 2 0,939 922 6 0,023 787 16 0,215 03 0,765 59 0,019 38
39 0,277 101 7 0,947 225 2 0,021 989 25 0,222 34 0,760 02 0,017 64
540 0,290 400 0 0,954 000 0 0,020 300 00 0,229 62 0,754 33 0,016 05
41 0,303 891 2 0,960 256 1 0,018 718 05 0,236 89 0,748 52 0,014 59
42 0,317 572 6 0,966 007 4 0,017 240 36 0,244 13 0,742 62 0,013 25
43 0,331 438 4 0,971 260 6 0,015 863 64 0,251 36 0,736 61 0,012 03
44 0,345 482 8 0,976 022 5 0,014 584 61 0,258 58 0,730 51 0,010 91
545 0,359 700 0 0,980 300 0 0,013 400 00 0,265 78 0,724 32 0,009 90
46 0,374 083 9 0,984 092 4 0,012 307 23 0,272 96 0,718 06 0,008 98
47 0,388 639 6 0,987 418 2 0,011 301 88 0,280 13 0,711 72 0,008 15
48 0,403 378 4 0,990 312 8 0,010 377 92 0,287 29 0,705 32 0,007 39
49 0,418 311 5 0,992 811 6 0,009 529 306 0,294 45 0,698 84 0,006 71
550 0,433 449 9 0,994 950 1 0,008 749 999 0,301 60 0,692 31 0,006 09
51 0,448 795 3 0,996 710 8 0,008 035 200 0,308 76 0,685 71 0,005 53
52 0,464 336 0 0,998 098 3 0,007 381 600 0,315 92 0,679 06 0,005 02
53 0,480 064 0 0,999 112 0 0,006 785 400 0,323 06 0,672 37 0,004 57
54 0,495 971 3 0,999 748 2 0,006 242 800 0,330 21 0,665 63 0,004 16
555 0,512 050 1 1,000 000 0 0,005 749 999 0,337 36 0,658 85 0,003 79
56 0,528 295 9 0,999 856 7 0,005 303 600 0,344 51 0,652 03 0,003 46
57 0,544 691 6 0,999 304 6 0,004 899 800 0,351 67 0,645 17 0,003 16
58 0,561 209 4 0,998 325 5 0,004 534 200 0,358 81 0,638 29 0,002 90
59 0,577 821 5 0,996 898 7 0,004 202 400 0,365 96 0,631 38 0,002 66
560 0,594 500 0 0,995 000 0 0,003 900 000 0,373 10 0,624 45 0,002 45
61 0,611 220 9 0,992 600 5 0,003 623 200 0,380 24 0,617 50 0,002 26
62 0,627 975 8 0,989 742 6 0,003 370 600 0,387 38 0,610 54 0,002 08
63 0,644 760 2 0,986 444 4 0,003 141 400 0,394 51 0,603 57 0,001 92
64 0,661 569 7 0,982 724 1 0,002 934 800 0,401 63 0,596 59 0,001 78
565 0,678 400 0 0,978 600 0 0,002 749 999 0,408 73 0,589 61 0,001 66
66 0,695 239 2 0,974 083 7 0,002 585 200 0,415 83 0,582 62 0,001 55
67 0,712 058 6 0,969 171 2 0,002 438 600 0,422 92 0,575 63 0,001 45
68 0,728 828 4 0,963 856 8 0,002 309 400 0,429 99 0,568 65 0,001 36
69 0,745 518 8 0,958 134 9 0,002 196 800 0,437 04 0,561 67 0,001 29
570 0,762 100 0 0,952 000 0 0,002 100 000 0,444 06 0,554 72 0,001 22
71 0,778 543 2 0,945 450 4 0,002 017 733 0,451 06 0,547 77 0,001 17
72 0,794 825 6 0,938 499 2 0,001 948 200 0,458 04 0,540 84 0,001 12
73 0,810 926 4 0,931 162 8 0,001 889 800 0,464 99 0,533 93 0,001 08
74 0,826 824 8 0,923 457 6 0,001 840 933 0,471 90 0,527 05 0,001 05
575 0,842 500 0 0,915 400 0 0,001 800 000 0,478 78 0,520 20 0,001 02
76 0,857 932 5 0,907 006 4 0,001 766 267 0,485 61 0,513 39 0,001 00
77 0,873 081 6 0,898 277 2 0,001 737 800 0,492 41 0,506 61 0,000 98
78 0,887 894 4 0,889 204 8 0,001 711 200 0,499 15 0,499 89 0,000 96
79 0,902 318 1 0,879 781 6 0,001 683 067 0,505 85 0,493 21 0,000 94
580 0,916 300 0 0,870 000 0 0,001 650 001 0,512 49 0,486 59 0,000 92
81 0,929 799 5 0,859 861 3 0,001 610 133 0,519 07 0,480 03 0,000 90
82 0,942 798 4 0,849 392 0 0,001 564 400 0,525 60 0,473 53 0,000 87
83 0,955 277 6 0,838 622 0 0,001 513 600 0,532 07 0,467 09 0,000 84
84 0,967 217 9 0,827 581 3 0,001 458 533 0,538 46 0,460 73 0,000 81
585 0,978 600 0 0,816 300 0 0,001 400 000 0,544 79 0,454 43 0,000 78
86 0,989 385 6 0,804 794 7 0,001 336 667 0,551 03 0,448 23 0,000 74
87 0,999 548 8 0,793 082 0 0,001 270 000 0,557 19 0,442 10 0,000 71
88 1,009 089 2 0,781 192 0 0,001 205 000 0,563 27 0,436 06 0,000 67
89 1,018 006 4 0,769 154 7 0,001 146 667 0,569 26 0,430 10 0,000 64
590 1,026 300 0 0,757 000 0 0,001 100 000 0,575 15 0,424 23 0,000 62
91 1,033 982 7 0,744 754 1 0,001 068 800 0,580 94 0,418 46 0,000 60
92 1,040 986 0 0,732 422 4 0,001 049 400 0,586 65 0,412 76 0,000 59
93 1,047 188 0 0,720 003 6 0,001 035 600 0,592 22 0,407 19 0,000 59
94 1,052 466 7 0,707 496 5 0,001 021 200 0,597 66 0,401 76 0,000 58
595 1,056 700 0 0,694 900 0 0,001 000 000 0,602 93 0,396 50 0,000 57
96 1,059 794 4 0,682 219 2 0,000 968 640 0 0,608 03 0,391 41 0,000 56
97 1,061 799 2 0,669 471 6 0,000 929 920 0 0,612 98 0,386 48 0,000 54
98 1,062 806 8 0,656 674 4 0,000 886 880 0 0,617 78 0,381 71 0,000 51
99 1,062 909 6 0,643 844 8 0,000 842 560 0 0,622 46 0,377 05 0,000 49
600 1,062 200 0 0,631 000 0 0,000 800 000 0 0,627 04 0,372 49 0,000 47
01 1,060 735 2 0,618 155 5 0,000 760 960 0 0,631 52 0,368 03 0,000 45
02 1,058 443 6 0,605 314 4 0,000 723 680 0 0,635 90 0,363 67 0,000 43
03 1,055 224 4 0,592 475 6 0,000 685 920 0 0,640 16 0,359 43 0,000 41
04 1,050 976 8 0,579 637 9 0,000 645 440 0 0,644 27 0,355 33 0,000 40
605 1,045 600 0 0,566 800 0 0,000 600 000 0 0,648 2 3 0,351 40 0,000 37
06 1,039 036 9 0,553 961 1 0,000 547 866 7 0,652 03 0,347 63 0,000 34
07 1,031 360 8 0,541 137 2 0,000 491 600 0 0,655 6 7 0,344 02 0,000 31
08 1,022 666 2 0,528 352 8 0,000 435 400 0 0,659 17 0,340 55 0,000 28
09 1,013 047 7 0,515 632 3 0,000 383 466 7 0,662 53 0,337 22 0,000 25
610 1,002 600 0 0,503 000 0 0,000 340 000 0 0,665 76 0,334 01 0,000 23
11 0,991 367 5 0,490 468 8 0,000 307 253 3 0,668 87 0,330 92 0,000 21
12 0,979 331 4 0,478 030 4 0,000 283 160 0 0,671 86 0,327 95 0,000 19
13 0,966 491 6 0,465 677 6 0,000 265 440 0 0,674 72 0,325 09 0,000 19
14 0,952 847 9 0,453 403 2 0,000 251 813 3 0,677 46 0,322 36 0,000 18
615 0,938 400 0 0,441 200 0 0,000 240 000 0 0,680 08 0,319 75 0,000 17
16 0,923 194 0 0,429 080 0 0,000 229 546 7 0,682 58 0,317 25 0,000 17
17 0,907 244 0 0,417 036 0 0,000 220 640 0 0,684 97 0,314 86 0,000 17
18 0,890 502 0 0,405 032 0 0,000 211 960 0 0,687 25 0,312 59 0,000 16
19 0,872 920 0 0,393 032 0 0,000 202 186 7 0,689 43 0,310 41 0,000 16
620 0,854 449 9 0,381 000 0 0,000 190 000 0 0,691 51 0,308 34 0,000 15
21 0,835 084 0 0,368 918 4 0,000 174 213 3 0,693 49 0,306 37 0,000 14
22 0,814 946 0 0,356 827 2 0,000 155 640 0 0,695 39 0,304 48 0,000 13
23 0,794 186 0 0,344 776 8 0,000 135 960 0 0,697 21 0,302 67 0,000 12
24 0,772 954 0 0,332 817 6 0,000 116 853 3 0,698 94 0,300 95 0,000 11
625 0,751 400 0 0,321 000 0 0,000 100 000 0 0,700 61 0,299 30 0,000 09
26 0,729 583 6 0,309 338 1 0,000 086 133 33 0,702 19 0,297 73 0,000 08
27 0,707 588 8 0,297 850 4 0,000 074 600 00 0,703 71 0,296 22 0,000 07
28 0,685 602 2 0,286 593 6 0,000 065 000 00 0,705 16 0,294 77 0,000 07
29 0,663 810 4 0,275 624 5 0,000 056 933 33 0,706 56 0,293 38 0,000 06
630 0,642 400 0 0,265 000 0 0,000 049 999 99 0,707 92 0,292 03 0,000 05
31 0,621 514 9 0,254 763 2 0,000 044 160 00 0,709 23 0,290 72 0,000 05
32 0,601 113 8 0,244 889 6 0,000 039 480 00 0,710 50 0,289 45 0,000 05
33 0,581 105 2 0,235 334 4 0,000 035 720 00 0,711 73 0,288 23 0,000 04
34 0,561 397 7 0,226 052 8 0,000 032 640 00 0,712 90 0,287 06 0,000 04
635 0,541 900 0 0,217 000 0 0,000 030 000 00 0,714 03 0,285 93 0,000 04
36 0,522 599 5 0,208 161 6 0,000 027 653 33 0,715 12 0,284 84 0,000 04
37 0,503 546 4 0,199 548 8 0,000 025 560 00 0,716 16 0,283 80 0,000 04
38 0,484 743 6 0,191 155 2 0,000 023 640 00 0,717 16 0,282 81 0,000 03
39 0,466 193 9 0,182 974 4 0,000 021 813 33 0,718 12 0,281 85 0,000 03
640 0,447 900 0 0,175 000 0 0,000 020 000 00 0,719 03 0,280 94 0,000 03
41 0,429 861 3 0,167 223 5 0,000 018 133 33 0,719 91 0,280 06 0,000 03
42 0,412 098 0 0,159 646 4 0,000 016 200 00 0,720 75 0,279 22 0,000 03
43 0,394 644 0 0,152 277 6 0,000 014 200 00 0,721 55 0,278 42 0,000 03
44 0,377 533 3 0,145 125 9 0,000 012 133 33 0,722 32 0,277 66 0,000 02
645 0,360 800 0 0,138 200 0 0,000 010 000 00 0,723 03 0,276 95 0,000 02
46 0,344 456 3 0,131 500 3 0,000 007 733 333 0,723 70 0,276 28 0,000 02
47 0,328 516 8 0,125 024 8 0,000 005 400 000 0,724 33 0,275 66 0,000 01
48 0,313 019 2 0,118 779 2 0,000 003 200 000 0,724 91 0,275 08 0,000 01
49 0,298 001 1 0,112 769 1 0,000 001 333 333 0,725 47 0,274 53 0,000 00
650 0,283 500 0 0,107 000 0 0,000 000 000 000 0,725 99 0,274 01 0,000 00
51 0,269 544 8 0,101 476 2 0,000 000 000 000 0,726 49 0,273 51
52 0,256 118 4 0,096 188 64 0,000 000 000 000 0,726 98 0,273 02
53 0,243 189 6 0,091 122 96 0,000 000 000 000 0,727 4 3 0,272 57
54 0,230 727 2 0,086 264 85 0,000 000 000 000 0,727 86 0,272 14
655 0,218 700 0 0,081 600 00 0,000 000 000 000 0,728 27 0,271 73
56 0,207 097 1 0,077 120 64 0,000 000 000 000 0,728 66 0,271 34
57 0,195 923 2 0,072 825 52 0,000 000 000 000 0,729 02 0,270 98
58 0,185 170 8 0,068 710 08 0,000 000 000 000 0,729 36 0,270 64
59 0,174 832 3 0,064 769 76 0,000 000 000 000 0,729 68 0,270 32
660 0,164 900 0 0,061 000 00 0,000 000 000 000 0,729 97 0,270 03
61 0,155 366 7 0,057 396 21 0,000 000 000 000 0,730 23 0,269 77
62 0,146 230 0 0,053 955 04 0,000 000 000 000 0,730 47 0,269 53
63 0,137 490 0 0,050 673 76 0,000 000 000 000 0,730 69 0,269 31
64 0,129 146 7 0,047 549 65 0,000 000 000 000 0,730 90 0,269 10
665 0,121 200 0 0,044 580 00 0,000 000 000 000 0,731 09 0,268 91
66 0,113 639 7 0,041 758 72 0,000 000 000 000 0,731 28 0,268 72
67 0,106 465 0 0,039 084 96 0,000 000 000 000 0,731 47 0,268 53
68 0,099 690 44 0,036 563 84 0,000 000 000 000 0,731 65 0,268 35
69 0,093 330 6 1 0,034 200 48 0,000 000 000 000 0,731 83 0,268 17
670 0,087 400 00 0,032 000 00 0,000 000 000 000 0,731 99 0,268 01
71 0,081 900 96 0,029 962 61 0,000 000 000 000 0,732 15 0,267 85
72 0,076 804 28 0,028 076 64 0,000 000 000 000 0,732 30 0,267 70
73 0,072 077 12 0,026 329 36 0,000 000 000 000 0,732 44 0,267 56
